review_rank,growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations,candidate_latitude,candidate_longitude,estimated_population_2025_cell,coverage_gap_pct,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,opportunity_score,confidence_score,confidence_level,cell_recommendation,cell_market_anchor_name,cell_market_anchor_address,candidate_label,sanity_flags,sanity_status,sanity_penalty,sanity_adjusted_score,candidate_type,required_next_checks
134,118,GROW-003,1,1192.67,73.09,73.09,24.471009,54.426143,The Nail Spa - Eastern Mangroves Promenade,"Ground Floor, Eastern Mangroves - Promenade - Sheikh Zayed St - الخيران - Zone 1 - أبو ظبي",8743a020cffffff,8743a020cffffff,"Strongest signals: coverage gap and market activity; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,73.09,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.471009258645285,54.42614253010073,1192.67,99.49,Delma,4.2,2,2,73.09,70,MEDIUM,GROW,The Nail Spa - Eastern Mangroves Promenade,"Ground Floor, Eastern Mangroves - Promenade - Sheikh Zayed St - الخيران - Zone 1 - أبو ظبي",Search area near The Nail Spa - Eastern Mangroves Promenade,NEAR_EXISTING_BRANCH,EXCLUDE_FROM_SHORTLIST,10,63.09,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
135,124,GROW-087,1,6855.18,72.92,72.92,24.270472,54.606506,Golden Braids Ladies Saloon,Al Nahyan Tanker Mai - Tea Break Same Building - opposite Parco Hypermarket - جرن يافور - M-03 - أبو ظبي,8743a390cffffff,8743a390cffffff,"Strongest signals: coverage gap and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,72.92,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.270471890500733,54.60650624895497,6855.18,94.41,Baniyas,4.036,2,2,72.92,70,MEDIUM,GROW,Golden Braids Ladies Saloon,Al Nahyan Tanker Mai - Tea Break Same Building - opposite Parco Hypermarket - جرن يافور - M-03 - أبو ظبي,Search area near Golden Braids Ladies Saloon,NEAR_EXISTING_BRANCH,EXCLUDE_FROM_SHORTLIST,10,62.92,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
136,53,GROW-032,1,20639.34,76.71,76.71,25.074443,55.16871,Naumi Hotel Dubai,Al Khareef 1st Street - شارع الشيخ زايد - الثنيه الأولى - Barsha Heights - دبي,8743a130effffff,8743a130effffff,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.71,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.07444345874121,55.16870980474462,20639.34,74.16,Jumeirah Park,3.934,70,48,76.71,70,MEDIUM,GROW,Naumi Hotel Dubai,Al Khareef 1st Street - شارع الشيخ زايد - الثنيه الأولى - Barsha Heights - دبي,Search area near Naumi Hotel Dubai,NEAR_EXISTING_BRANCH;LIMITED_COVERAGE_GAP,EXCLUDE_FROM_SHORTLIST,18,58.71,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
137,57,GROW-039,4,11887.45,77.26,75.18,24.439699,54.663981,Chiang Mai Traditional Thai Massage,Al Matar - Zayed International Airport - Abu Dhabi,8743a1590ffffff,8743a1590ffffff,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,76.64,MEDIUM,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.416248391948127,54.65955988968472,3117.41,72.84,Zayed International Airport,4.469,4,0,77.26,70,MEDIUM,GROW,Chiang Mai Traditional Thai Massage,Al Matar - Zayed International Airport - Abu Dhabi,Search area near Chiang Mai Traditional Thai Massage,NEAR_EXISTING_BRANCH;LIMITED_COVERAGE_GAP;NO_DIRECT_COMPETITOR_OBSERVATIONS,EXCLUDE_FROM_SHORTLIST,18,58.64,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
138,81,GROW-008,1,4983.63,74.88,74.88,24.462445,54.306336,InterContinental Abu Dhabi by IHG,King Abdullah Bin Abdulaziz Al Saud St - Al Bateen - W33 - Abu Dhabi,8743a031bffffff,8743a031bffffff,"Strongest signals: market activity and population; main constraint: competition headroom. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,74.88,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.46244548229931,54.30633635453811,4983.63,79.96,Khaleej Al Arabi,4.818,25,17,74.88,70,MEDIUM,GROW,InterContinental Abu Dhabi by IHG,King Abdullah Bin Abdulaziz Al Saud St - Al Bateen - W33 - Abu Dhabi,Search area near InterContinental Abu Dhabi by IHG,NEAR_EXISTING_BRANCH;LIMITED_COVERAGE_GAP,EXCLUDE_FROM_SHORTLIST,18,56.88,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
139,139,GROW-107,1,998.47,71.91,71.91,24.055337,53.323286,,,8743a6ad5ffffff,8743a6ad5ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.91,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.05533738950419,53.32328617118096,998.47,100.0,Al Dhafra Branch,61.947,0,0,71.91,70,MEDIUM,GROW,,,"Search area near 24.0553, 53.3233",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.91,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
140,140,GROW-102,1,996.37,71.88,71.88,23.952747,52.787174,,,8743a68a1ffffff,8743a68a1ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.88,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.952746504062794,52.78717366659885,996.37,100.0,Al Dhafra Branch,100.987,0,0,71.88,70,MEDIUM,GROW,,,"Search area near 23.9527, 52.7872",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.88,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
141,141,GROW-106,1,982.53,71.8,71.8,24.101064,53.393658,,,8743a6ac8ffffff,8743a6ac8ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.8,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.10106379833748,53.39365796391509,982.53,100.0,Al Dhafra Branch,61.873,0,0,71.8,70,MEDIUM,GROW,,,"Search area near 24.1011, 53.3937",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.8,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
142,142,GROW-109,1,970.49,71.7,71.7,23.719351,52.877756,,,8743a6c5effffff,8743a6c5effffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.7,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.719350841513112,52.87775631363674,970.49,100.0,Al Dhafra Branch,85.776,0,0,71.7,70,MEDIUM,GROW,,,"Search area near 23.7194, 52.8778",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.7,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
143,143,GROW-092,1,964.51,71.63,71.63,24.432088,55.042093,,,8743a3b75ffffff,8743a3b75ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.63,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.432088325828698,55.04209340032983,964.51,100.0,Al Falah,30.636,0,0,71.63,70,MEDIUM,GROW,,,"Search area near 24.4321, 55.0421",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.63,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
144,144,GROW-052,1,960.81,71.6,71.6,22.965922,54.161744,,,8743a241affffff,8743a241affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.6,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",22.965921821842063,54.16174365949482,960.81,100.0,Al Dhafra Branch,86.664,0,0,71.6,70,MEDIUM,GROW,,,"Search area near 22.9659, 54.1617",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.6,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
145,145,GROW-108,1,947.95,71.55,71.55,24.049964,53.384379,,,8743a6ad8ffffff,8743a6ad8ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.55,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.049964477947857,53.384379007123705,947.95,100.0,Al Dhafra Branch,57.669,0,0,71.55,70,MEDIUM,GROW,,,"Search area near 24.0500, 53.3844",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.55,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
146,146,GROW-041,1,928.46,71.39,71.39,24.641471,55.125535,,,8743a1634ffffff,8743a1634ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.39,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.64147075535156,55.12553483365859,928.46,100.0,Jumeirah Park,44.408,0,0,71.39,70,MEDIUM,GROW,,,"Search area near 24.6415, 55.1255",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.39,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
147,147,GROW-023,1,916.1,71.35,71.35,24.763073,54.960172,,,8743a108affffff,8743a108affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.35,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.76307292267688,54.96017187156291,916.1,100.0,Jumeirah Park,37.058,0,0,71.35,70,MEDIUM,GROW,,,"Search area near 24.7631, 54.9602",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.35,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
148,148,GROW-074,1,913.26,71.33,71.33,23.840333,55.453574,,,8743a3294ffffff,8743a3294ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.33,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.840333092857733,55.45357367183974,913.26,100.0,Al Ain,47.801,0,0,71.33,70,MEDIUM,GROW,,,"Search area near 23.8403, 55.4536",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.33,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
149,149,GROW-067,1,900.28,71.28,71.28,24.042799,55.457722,,,8743a3205ffffff,8743a3205ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.28,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.042798679514487,55.45772151065367,900.28,100.0,Al Ain,28.971,0,0,71.28,70,MEDIUM,GROW,,,"Search area near 24.0428, 55.4577",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.28,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
150,150,GROW-086,1,886.14,71.15,71.15,24.166705,54.868729,,,8743a38eeffffff,8743a38eeffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.15,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.166704557802184,54.86872893506735,886.14,100.0,Baniyas,27.95,0,0,71.15,70,MEDIUM,GROW,,,"Search area near 24.1667, 54.8687",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.15,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
151,151,GROW-161,1,876.76,71.07,71.07,24.301167,55.695996,,,8743aecc2ffffff,8743aecc2ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.07,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.30116666059116,55.69599639866812,876.76,100.0,Al Ain,9.051,0,0,71.07,70,MEDIUM,GROW,,,"Search area near 24.3012, 55.6960",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.07,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
152,152,GROW-089,1,868.62,71.03,71.03,24.119884,55.079591,,,8743a3ab6ffffff,8743a3ab6ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.03,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.11988408327717,55.07959145252643,868.62,100.0,Baniyas,49.381,0,0,71.03,70,MEDIUM,GROW,,,"Search area near 24.1199, 55.0796",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.03,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
153,153,GROW-072,1,866.9,71.03,71.03,24.096644,55.508846,,,8743a3274ffffff,8743a3274ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,71.03,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.09664422110261,55.508845889694086,866.9,100.0,Al Ain,21.076,0,0,71.03,70,MEDIUM,GROW,,,"Search area near 24.0966, 55.5088",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,55.03,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
154,154,GROW-061,1,860.33,70.95,70.95,23.671923,53.841628,,,8743a282effffff,8743a282effffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.95,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.67192310911609,53.84162799117362,860.33,100.0,Al Dhafra Branch,13.874,0,0,70.95,70,MEDIUM,GROW,,,"Search area near 23.6719, 53.8416",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.95,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
155,155,GROW-043,4,3239.3,71.12,70.48,24.539394,55.230182,,,8743a16a1ffffff,8743a16a1ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.93,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.554774683376937,55.20259780215076,882.28,100.0,Al Falah,48.462,0,0,71.12,70,MEDIUM,GROW,,,"Search area near 24.5548, 55.2026",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.93,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
156,156,GROW-156,1,856.73,70.88,70.88,24.88437,56.209868,,,8743aea58ffffff,8743aea58ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.88,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.88436972874028,56.20986764547362,856.73,100.0,Al Taif Mall,28.696,0,0,70.88,70,MEDIUM,GROW,,,"Search area near 24.8844, 56.2099",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.88,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
157,157,GROW-160,1,831.58,70.64,70.64,24.299926,55.513183,,,8743aeca5ffffff,8743aeca5ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.64,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.299925763225723,55.51318314728395,831.58,100.0,Al Ain,16.964,0,0,70.64,70,MEDIUM,GROW,,,"Search area near 24.2999, 55.5132",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.64,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
